date,close
2025-08-01,518.979736328125
2025-08-04,530.3969116210938
2025-08-05,522.5841674804688
2025-08-06,519.8017578125
2025-08-07,515.7418823242188
2025-08-08,516.9300537109375
2025-08-11,516.6627197265625
2025-08-12,524.0595703125
2025-08-13,515.484375
2025-08-14,517.36572265625
2025-08-15,515.078369140625
2025-08-18,512.0383911132812
2025-08-19,504.7801818847656
2025-08-20,500.7698669433594
2025-08-21,500.1251220703125
2025-08-22,503.0907287597656
2025-08-25,500.1449890136719
2025-08-26,497.94305419921875
2025-08-27,502.6047058105469
2025-08-28,505.4810485839844
2025-08-29,502.55511474609375
2025-09-02,500.9979553222656
2025-09-03,501.22607421875
2025-09-04,503.8246765136719
2025-09-05,490.9605407714844
2025-09-08,494.1344299316406
2025-09-09,494.34271240234375
2025-09-10,496.28668212890625
2025-09-11,496.9215087890625
2025-09-12,505.7389221191406
2025-09-15,511.1544189453125
2025-09-16,504.885986328125
2025-09-17,505.8579406738281
2025-09-18,504.3008117675781
2025-09-19,513.703369140625
2025-09-22,510.25189208984375
2025-09-23,505.0744323730469
2025-09-24,505.9869079589844
2025-09-25,502.8923645019531
2025-09-26,507.28619384765625
2025-09-29,510.4005432128906
2025-09-30,513.7232666015625
2025-10-01,515.4689331054688
2025-10-02,511.53125
2025-10-03,513.1281127929688
2025-10-06,524.256591796875
2025-10-07,519.7039794921875
2025-10-08,520.56689453125
2025-10-09,518.136962890625
2025-10-10,506.7902526855469
2025-10-13,509.8550720214844
2025-10-14,509.3790283203125
2025-10-15,509.2401428222656
2025-10-16,507.4349670410156
2025-10-17,509.3888854980469
2025-10-20,512.5726928710938
2025-10-21,513.4356689453125
2025-10-22,516.2921142578125
2025-10-23,516.3118896484375
2025-10-24,519.3370971679688
2025-10-27,527.1825561523438
2025-10-28,537.6464233398438
2025-10-29,537.1306762695312
2025-10-30,521.469482421875
2025-10-31,513.5843505859375
2025-11-03,512.810791015625
2025-11-04,510.13275146484375
2025-11-05,503.02130126953125
2025-11-06,493.04339599609375
2025-11-07,492.76568603515625
2025-11-10,501.8707275390625
2025-11-11,504.5289001464844
2025-11-12,506.96881103515625
2025-11-13,499.182861328125
2025-11-14,506.0166320800781
2025-11-17,503.3486022949219
2025-11-18,489.76043701171875
2025-11-19,483.14483642578125
2025-11-20,475.41387939453125
2025-11-21,469.1436462402344
2025-11-24,471.0118103027344
2025-11-25,473.98297119140625
2025-11-26,482.4393310546875
2025-11-28,488.9082946777344
2025-12-01,483.6715087890625
2025-12-02,486.91094970703125
2025-12-03,474.71832275390625
2025-12-04,477.8087158203125
2025-12-05,480.1141052246094
2025-12-08,487.92449951171875
2025-12-09,488.9181823730469
2025-12-10,475.5430603027344
2025-12-11,480.4221496582031
2025-12-12,475.5132751464844
2025-12-15,471.8266296386719
2025-12-16,473.38677978515625
2025-12-17,473.1184387207031
2025-12-18,480.9289245605469
2025-12-19,482.856689453125
2025-12-22,481.86297607421875
2025-12-23,483.7807922363281
2025-12-24,484.9433898925781
2025-12-26,484.6353759765625
2025-12-29,484.02923583984375
2025-12-30,484.4068603515625
2025-12-31,480.5711364746094
2026-01-02,469.95849609375
2026-01-05,469.8690490722656
2026-01-06,475.4933776855469
2026-01-07,480.4221496582031
2026-01-08,475.0959167480469
2026-01-09,476.258544921875
2026-01-12,474.1717529296875
2026-01-13,467.7028503417969
2026-01-14,456.4840087890625
2026-01-15,453.7811279296875
2026-01-16,456.9609375
2026-01-20,451.65460205078125
2026-01-21,441.31024169921875
2026-01-22,448.2959289550781
2026-01-23,463.0125732421875
2026-01-26,467.3152770996094
2026-01-27,477.5503234863281
2026-01-28,478.5937194824219
2026-01-29,430.7671203613281
2026-01-30,427.577392578125
2026-02-02,420.70098876953125
2026-02-03,408.61767578125
2026-02-04,411.578857421875
2026-02-05,391.188232421875
2026-02-06,398.61114501953125
2026-02-09,410.99261474609375
2026-02-10,410.6646728515625
2026-02-11,401.8207702636719
2026-02-12,399.3067321777344
2026-02-13,398.7900390625
2026-02-17,394.35809326171875
2026-02-18,397.08087158203125
2026-02-19,396.8517761230469
2026-02-20,395.6267395019531
2026-02-23,382.9182434082031
2026-02-24,387.429931640625
2026-02-25,398.9831237792969
2026-02-26,400.0986022949219
2026-02-27,391.15484619140625
2026-03-02,396.9413757324219
2026-03-03,402.2996826171875
2026-03-04,403.5645751953125
2026-03-05,409.0224304199219
2026-03-06,407.30938720703125
2026-03-09,407.757568359375
2026-03-10,404.122314453125
2026-03-11,403.245849609375
2026-03-12,400.2380065917969
2026-03-13,393.9534912109375
2026-03-16,398.33575439453125
2026-03-17,397.7979431152344
2026-03-18,390.20867919921875
2026-03-19,387.4498596191406
2026-03-20,380.3287048339844
2026-03-23,381.4541931152344
2026-03-24,371.2355651855469
2026-03-25,369.5424499511719
2026-03-26,364.4928894042969
2026-03-27,355.3300476074219
2026-03-30,357.5111999511719
2026-03-31,368.67596435546875
2026-04-01,367.8791809082031
2026-04-02,371.9526672363281
2026-04-06,371.3750305175781
2026-04-07,370.78741455078125
2026-04-08,372.8191223144531
2026-04-09,371.5642395019531
2026-04-10,369.37310791015625
2026-04-13,382.8186340332031
2026-04-14,391.5233459472656
2026-04-15,409.5602722167969
2026-04-16,418.56378173828125
2026-04-17,421.0835876464844
2026-04-20,416.38262939453125
2026-04-21,422.4480285644531
2026-04-22,431.1726989746094
2026-04-23,414.0719909667969
2026-04-24,422.90618896484375
2026-04-27,423.1053771972656
2026-04-28,427.5174865722656
2026-04-29,422.746826171875
2026-04-30,406.1341552734375
2026-05-01,412.76727294921875
2026-05-04,411.9505615234375
2026-05-05,409.7196044921875
2026-05-06,412.2891845703125
2026-05-07,419.07171630859375
2026-05-08,413.44451904296875
2026-05-11,410.99444580078125
2026-05-12,406.1241760253906
2026-05-13,403.57452392578125
2026-05-14,407.7774658203125
2026-05-15,420.2170715332031
2026-05-18,421.83056640625
2026-05-19,415.7352600097656
2026-05-20,419.36053466796875
2026-05-21,418.3025207519531
2026-05-22,417.7835388183594
2026-05-26,415.248291015625
2026-05-27,411.8946228027344
2026-05-28,426.18768310546875
2026-05-29,449.3940124511719
2026-06-01,459.6546936035156
2026-06-02,440.48077392578125
2026-06-03,426.53704833984375
2026-06-04,427.2456970214844
2026-06-05,415.8870849609375
2026-06-08,410.9663391113281
2026-06-09,402.6520080566406
2026-06-10,396.61334228515625
2026-06-11,389.6065673828125
2026-06-12,390.00579833984375
2026-06-15,399.0088806152344
2026-06-16,393.0899963378906
2026-06-17,378.1980285644531
2026-06-18,378.6871032714844
2026-06-22,366.6497802734375
2026-06-23,373.23736572265625
2026-06-24,364.7733154296875
2026-06-25,352.1670227050781
2026-06-26,372.2691955566406
2026-06-29,367.8774719238281
2026-06-30,372.319091796875
2026-07-01,383.5579528808594
2026-07-02,389.7562561035156
2026-07-06,386.0133056640625
2026-07-07,388.109375
2026-07-08,382.6197204589844
2026-07-09,383.6377868652344
2026-07-10,384.37640380859375
2026-07-13,390.2553405761719
2026-07-14,384.20672607421875
2026-07-15,394.8866271972656
2026-07-16,400.3463439941406
2026-07-17,393.08001708984375
2026-07-20,401.53411865234375
2026-07-21,397.00262451171875
2026-07-22,389.6065673828125
2026-07-23,380.8630065917969
2026-07-24,380.9828186035156
2026-07-27,388.368896484375
2026-07-28,392.61090087890625
2026-07-29,389.8061828613281
2026-07-30,450.2524108886719
2026-07-31,463.8468017578125
2026-08-03,486.73370361328125
2026-08-04,491.884033203125
2026-08-05,486.5440673828125
2026-08-06,498.9207458496094
2026-08-07,499.0505065917969
2026-08-10,505.109130859375
